,interest,vacancy,inflation,price,value,adj_price,adj_value,next_quarter,increase,interest_ratio,vacancy_ratio,price_ratio,value_ratio,inflation_ratio
2008-04-12,5.88,10.0,213.942,235000.0,270933.8506934389,109842.85460545382,126638.92582729847,119169.37575336963,1,0.9952300353900602,0.9918845807033365,0.9953409572215163,0.9952522312721167,1.0037379542249887
2008-04-19,5.88,10.0,213.942,247000.0,270933.8506934389,115451.8514363706,126638.92582729847,120995.72633962816,1,0.9956257937067869,0.9925558312655087,1.0421574487535599,0.9956461560791057,1.0034253910433295
2008-04-26,6.03,10.0,213.942,234500.0,270933.8506934389,109609.14640416561,126638.92582729847,108439.5660591007,0,1.019375812743823,0.9931245225362872,0.9902228285584356,0.995979720713903,1.00316106651008
2008-05-03,6.06,10.0,215.208,247500.0,273090.3760360086,115005.01840080295,126896.01503476106,115744.96840413485,1,1.0226615236258438,0.9936124911284598,1.0417606205465861,1.0036272151166632,1.008441973564861
2008-05-10,6.05,10.0,215.208,242000.0,273090.3760360086,112449.35132522955,126896.01503476106,110997.30211715214,0,1.0195483653522075,0.9940357852882703,1.0173481684930354,1.0033845823350052,1.0078747434354762
2008-05-17,6.01,10.0,215.208,244000.0,273090.3760360086,113378.68480725624,126896.01503476106,118775.43554803604,1,1.0119974742159545,0.9944064636420137,1.0241074473387373,1.0031723748663215,1.0073789402669198
2008-05-24,5.98,10.0,215.208,234900.0,273090.3760360086,109150.2174640348,126896.01503476106,123005.1671315561,1,1.0065346534653465,0.994733762434172,0.9867309117865085,1.0029852075096393,1.0069418718007856
2008-05-31,6.08,10.0,215.208,253500.0,273090.3760360086,117793.01884688303,126896.01503476106,105171.70423887695,0,1.022039596563317,0.9950248756218905,1.0610394140216255,1.002818895148717,1.0065536847652163
2008-06-07,6.09,10.0,217.463,260000.0,275163.4296064096,119560.56892436875,126533.44688816472,102797.46158801517,0,1.0224441106300255,0.9952854897852279,1.0832145598070386,1.009876940622746,1.0161859918322373
2008-06-14,6.32,10.0,217.463,246000.0,275163.4296064096,113122.69213613351,126533.44688816472,114539.21608940182,1,1.057829107038246,0.9955201592832255,1.0236138562363466,1.0093784620659607,1.0153642579529387
2008-06-21,6.42,10.0,217.463,265000.0,275163.4296064096,121859.81063445276,126533.44688816472,127925.72997619669,1,1.0707648320228735,0.9957325746799431,1.0973084886128364,1.0089278815010108,1.0146219287606442
2008-06-28,6.45,10.0,217.463,262900.0,275163.4296064096,120894.12911621749,126533.44688816472,114219.4017644613,0,1.07207615593835,0.9959257582616569,1.0842456508698262,1.0085186117438647,1.0139480253155007
2008-07-05,6.35,9.9,219.016,297500.0,271788.3986386388,135834.82485297878,124095.2252979868,115186.98587525057,0,1.0529161560089393,0.9865684575389948,1.2149541007475275,0.9963154119202673,1.0202491599812855
2008-07-12,6.37,9.9,219.016,261000.0,271788.3986386388,119169.37575336963,124095.2252979868,92168.0223046614,0,1.053763440860215,0.987120897382634,1.0629740874611822,0.9964683942355685,1.0193890861192854
2008-07-19,6.26,9.9,219.016,265000.0,271788.3986386388,120995.72633962816,124095.2252979868,105186.75545519481,0,1.0340954142989294,0.9876296887470073,1.0758537813215545,0.9966091794644918,1.0185990978940815
2008-07-26,6.63,9.9,219.016,237500.0,271788.3986386388,108439.5660591007,124095.2252979868,110601.62676559367,1,1.0912198518706084,0.9880998080614203,0.9655377302436127,0.9967391703740092,1.017870963982441
2008-08-02,6.52,9.9,219.016,253500.0,268267.7684542562,115744.96840413485,122487.74904767516,102371.02237378742,0,1.0702170344701805,0.98853550295858,1.0294184000360962,0.9844174747230354,1.017197693488243
2008-08-09,6.52,9.9,218.69,242740.0,268267.7684542562,110997.30211715214,122670.34087258503,96175.04797023734,0,1.0675399099467866,0.9889404209775241,0.986226790720351,0.9849656265720712,1.015115023779273
