RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31
102001,0,United States,country,,0.20119230487894083,0.22391911666888387,0.2558421661507676,0.2771361552284929,0.29187530739864626,0.29226536096833594,0.2699195130562247,0.2453614760198695,0.2237182631641266,0.20860663567471183,0.19451753734667815,0.18084747890553246,0.16798781777420582,0.18802301648112257,0.21171617161716172,0.2370134007783627,0.2545262004448515,0.2603990474726024,0.24782308612152196,0.231606762741308,0.2204143370076305,0.21147983384451013,0.20478307312178332,0.19226345514093407,0.17958947475916534,0.20754061444426572,0.248523545105634,0.27609830176170264,0.25326405388572354,0.26909675474731237,0.300126530872526,0.3241880390136491,0.34063643617753075,0.34870510325136894,0.3548866075053651,0.33967024520134315,0.3297847284375147,0.3560394900106098,0.4164047789757232,0.4856902330657105,0.532337839030641,0.5591792223291032,0.5486882453151618,0.5126236939576538,0.47264633447797605,0.44740515163050376,0.4359735314353838,0.4264490271526528,0.4166987132734835,0.46465391936710515,0.534199321049188,0.5801723233888236,0.5861656574326222,0.5513972876269276,0.468033011141087,0.37655124992561934,0.3216479783775887,0.29147894965735927,0.2679920594945335,0.23868008517594871,0.2145661968337949,0.24218207717426077,0.295092070783433,0.34548783278663514,0.38313536592041164,0.40494072440669826,0.3897651699209858,0.36731487015480097,0.3389821147491186,0.31837663495981605,0.2940474234707847,0.2639405418144403,0.24264867689937833
394913,1,"New York, NY",msa,NY,0.20885871322340768,0.1963709677419355,0.20306513409961685,0.22483318827966348,0.22521339461588968,0.2592989985693848,0.2535186488388459,0.2486196319018405,0.22041166380789023,0.21495327102803738,0.19253130590339892,0.19605173587474473,0.18191871716892452,0.1781818181818182,0.18632855567805953,0.19488089204257475,0.2225986448784376,0.22165300546448088,0.22839888510374728,0.22065217391304348,0.1928895612708018,0.20054298642533935,0.19019189765458422,0.1918661218135824,0.18523613021549748,0.1842661034846885,0.20517691759677037,0.25359213511469625,0.23945958537153506,0.2343780800315395,0.2782839158522445,0.3443772339840528,0.36336448598130844,0.3818201899712834,0.3896767599335633,0.38711111111111113,0.37124563445867287,0.35061204096927306,0.35797966401414677,0.40456041372825574,0.4602001906577693,0.49662964017848665,0.5148005148005148,0.5103814582327378,0.47121701369557956,0.4493494940509285,0.43970406905055487,0.42989639861864826,0.41757857974388823,0.41445783132530123,0.44228011472275336,0.5195775373518805,0.5521104447210592,0.5771550524264638,0.5629879518072289,0.5257884648893535,0.4659308583416948,0.41874873044891325,0.4035164835164835,0.37003234750462105,0.3257461561652095,0.3096400795803943,0.36622050503656683,0.4229825099723842,0.47976030328971503,0.5357431340872375,0.5546479521398987,0.5440754407544075,0.530377051233872,0.5031104199066874,0.4993542832544124,0.48564043653072947,0.45373485868102287
753899,2,"Los Angeles, CA",msa,CA,0.35785685725709715,0.3996419335587826,0.4427853943260486,0.4552464885706417,0.46325083944782985,0.4481177606177606,0.41828428303068255,0.3940993043895419,0.3592728432466911,0.3302158273381295,0.3184227965540093,0.2977195187645897,0.26399635867091487,0.28922413793103446,0.3138456702813138,0.34274902013785646,0.3537155511811024,0.3631249200869454,0.34619666048237474,0.35121234386480527,0.34281709880868955,0.34134615384615385,0.3564893781981703,0.34545454545454546,0.3176130895091434,0.38540284360189575,0.4482758620689655,0.45355666739177725,0.3665170319514127,0.35584504628042507,0.41431806743834926,0.45139829986448193,0.48836158192090395,0.5027808676307007,0.5240512755425816,0.5172413793103449,0.504436964504284,0.5350713842333954,0.6014032010524007,0.6531075779475531,0.6699637322782723,0.6935643564356435,0.6970910623946037,0.6640456699698406,0.6467138747510511,0.6440182434802947,0.6437699680511182,0.6426911314984709,0.6338731909028257,0.6930249237941546,0.7487059403500124,0.7541687721071249,0.7432095525521585,0.6884048346393944,0.56399870382372,0.450932436563742,0.3948098580055492,0.3619900876858559,0.3422271223814774,0.30025386568197554,0.2792661619103087,0.3474576271186441,0.41599560761347,0.483155134153722,0.5393390370743164,0.5640557583803518,0.5803484047758857,0.5700365408038977,0.5325927478516035,0.5104515050167224,0.48569401749822655,0.444992599901332,0.4079865959229266
394463,3,"Chicago, IL",msa,IL,0.15132408575031525,0.15872672152446946,0.18990872210953347,0.20972423802612483,0.22183162069587165,0.22701642559450846,0.20422203373857317,0.18973401773215118,0.1791651274473587,0.16562349542609534,0.1493279569892473,0.14708691499522444,0.13499035783158345,0.1461398911509776,0.18554580362040593,0.1940283297666361,0.20700230002555584,0.2059896496139815,0.20280701754385966,0.18471159230912823,0.1805070946731798,0.17135160459123916,0.1524979298923544,0.1489190277964281,0.14050046339202965,0.14768235716852318,0.18114419869022613,0.19472346605349147,0.17789720270084056,0.19646261385299724,0.22875291469003778,0.2427911422654134,0.2617190775681342,0.26862037114787135,0.2634054562558796,0.2633078880407125,0.2549019607843137,0.27211089347596806,0.33263660794266947,0.41156770456191166,0.4723193721743581,0.4992730042234993,0.4830951283233441,0.4381571554699414,0.3865212166034945,0.36130052376717064,0.3396205843872656,0.34124694919014864,0.3088699494949495,0.3767991775188485,0.470610073010766,0.543236015154892,0.572043892934058,0.5643168942138014,0.49648633575013945,0.39725721931096,0.3319254658385093,0.3002381661208693,0.2835795259361044,0.25278189910979226,0.24401277275146355,0.28398058252427183,0.3659842519685039,0.4456276218134882,0.4879158004158004,0.5187153146770574,0.5031437753248568,0.4707740916271722,0.4426591052299937,0.40402528276779776,0.35851966075558983,0.3220108695652174,0.30568124685771747
394514,4,"Dallas, TX",msa,TX,0.23731419784725782,0.273879781420765,0.3079220094853329,0.3418273260687343,0.344390243902439,0.32409934497816595,0.301304702364773,0.2541231445849368,0.23163642769068168,0.2165021156558533,0.20106341079165024,0.18297029702970297,0.17335164835164835,0.19769673704414586,0.21158054199629692,0.2410361481047856,0.23802223073974704,0.23435976034554828,0.23033419023136248,0.21122201240895602,0.18944805194805195,0.19596589045588717,0.181730210954132,0.17245448415374243,0.16666666666666666,0.2,0.2248037173529883,0.24656488549618322,0.22833486660533578,0.25720317933432685,0.2832138338253901,0.3104736651801856,0.31678666161424784,0.3265094584089142,0.34823348694316436,0.3418521177315147,0.3551716873815041,0.4476767676767677,0.5240253853127833,0.6308663073484948,0.6819509716753461,0.699089874857793,0.6767382174521699,0.6372424905052365,0.5715845668527056,0.5394003714513134,0.544042913608131,0.5479734708916728,0.5523866112101407,0.6216065451840833,0.7084798199971875,0.7491552912555751,0.7405918889294848,0.6791340950090199,0.5499270653759448,0.3939393939393939,0.29042409710774764,0.25118900827902063,0.22361969729268813,0.18685876446190788,0.16164628690724725,0.20774058577405857,0.27903518916239883,0.3452092701487375,0.3689794778723998,0.35716312056737587,0.326150356448477,0.27530999843038767,0.23898874185265653,0.23031702708377072,0.20636042402826854,0.18265378270091917,0.16762060506950122
394692,5,"Houston, TX",msa,TX,0.12279687951459116,0.13709677419354838,0.1603883495145631,0.17521676300578035,0.17857687033368885,0.17878700776085082,0.1596330275229358,0.1540246555474982,0.14153613889413097,0.1297427355173052,0.13643926788685523,0.13112391930835735,0.12618683001531394,0.14487300094073377,0.13579349209234684,0.15824860610036076,0.16335941866964784,0.16444909552997458,0.1538881309686221,0.1346153846153846,0.13959300249910747,0.12642247510668564,0.14279902359641986,0.12113849357861854,0.11839956450734894,0.13457377758546085,0.1484959137541297,0.1670907548770144,0.15281718686663964,0.16222527472527473,0.18713517225592308,0.19327282434596904,0.18879216539717084,0.20168409615645796,0.21709374502626133,0.20493107104984093,0.2143732135565537,0.23827392120075047,0.29814077025232405,,,,0.4748822605965463,0.4259770114942529,0.37673783515392256,0.35490407997838425,0.34494171823283926,0.34630606860158314,0.36464191976003,0.39952518229608275,0.4686574848757884,0.520361380798274,0.5361940298507463,0.5019295406448401,0.422733264977296,0.3132865086333041,0.2226848767488341,0.19845666798575387,0.1710682845586486,0.16175771971496436,0.13840937114673244,0.16341525209019508,0.19892857142857143,0.24044526901669758,0.2558353808353808,0.2632140137090632,,,0.17436322219921307,0.1743119266055046,0.15449290593799264,0.13568773234200743,0.1336979641446369
395209,6,"Washington, DC",msa,VA,0.21313586606567933,0.28360413589364847,0.2835666148263349,0.36154827732879624,0.34802721088435373,0.3298411625549172,0.29542349726775957,0.2751547303271441,0.24890829694323144,0.2644464049404499,0.24281867145421904,0.22335844994617868,0.21823402727925342,0.2714185393258427,0.308661839635291,0.35991773308957953,0.35392385392385395,0.33353523117302647,0.3046329595938227,0.28716216216216217,0.2675603217158177,0.2799304520615996,0.2726207906295754,0.2628390834869634,0.22998544395924309,0.31245813797722705,0.3913697942799799,0.411033411033411,0.3288029273392577,0.3637095151880909,0.41074924363765797,0.4262933432226961,0.46109716744352813,0.48760827718960537,0.4797363623615201,0.44833972747717954,0.4457506263249181,0.5023948908994146,0.5736454849498328,0.6177563962387929,0.6612970276449802,0.6337721289151158,0.5822975140336808,0.5183819656589066,0.4774285038997873,0.45122688263024296,0.4342443926951832,0.42993713986380305,0.4333815327411692,0.5554689023201403,0.6440418118466898,0.6764705882352942,0.660377358490566,0.5766797947249075,0.4752786510431552,0.37021777516185994,0.346489754786698,0.33073929961089493,0.299573321356389,0.2626915708812261,0.2508995747464835,0.3559761472647135,0.4523089332526719,0.5213825424721734,0.55895745014916,0.546956255735699,0.5209284627092846,0.4896026735982176,0.45356816102470265,0.43531679113466637,0.3826705293652884,0.33569949719018044,0.32884479092841956
394974,7,"Philadelphia, PA",msa,PA,0.17323369565217392,0.1809672386895476,0.22216820612542537,0.20228310502283106,0.22367864693446088,0.23428902403706922,0.22086653386454183,0.20834343924326945,0.201475025142474,0.18366666666666667,0.17453310696095076,0.17275280898876405,0.16057735678845286,0.1513157894736842,0.18825015792798483,0.2050119968008531,0.24387068778476892,0.250836778893483,0.2424819991529013,0.21252166377816292,0.20557029177718833,0.2016759776536313,0.2023845007451565,0.1903940178314639,0.17331855136733185,0.198464025869038,0.24191239622101346,0.27033792240300375,0.25784238714613616,0.2503752626838787,0.2936897975230981,0.3389280946023269,0.36556468564876743,0.3690238380609935,0.3865979381443299,0.36400758349132273,0.3472981177899211,0.35390946502057613,0.419042681873164,0.46006590302840106,0.5144841856340526,0.548401470424418,0.5483483483483483,0.5092892244995805,0.47054973821989526,0.4403103002442178,0.431970802919708,0.4339622641509434,0.4216352689842688,0.42743445692883897,0.4925294427843206,0.5651881720430108,0.5875438864295527,0.5968400263331138,0.5407292474786657,0.48318895903685216,0.4173460537727667,0.4062941295138188,0.3671497584541063,0.3221786291253173,0.29307116104868913,0.32465495608531997,0.39271255060728744,0.4606116774791474,0.48579881656804735,0.5212387882890506,0.523042414355628,0.5049130763416477,0.473319937486046,0.45187102847728877,0.434204160619255,0.36832873966424456,0.34804082976621664
394856,8,"Miami, FL",msa,FL,0.07436332767402377,0.08192371475953565,0.07424650820877236,0.08802650260293422,0.09065420560747664,0.08498458828709819,0.08465209746294901,0.08511673151750973,0.08422337503814464,0.07259140645850014,0.07662141779788839,0.07352043929225137,0.06585458698134755,0.07101597009853891,0.06472261735419631,0.0739621120515921,0.07740740740740741,0.08270837797300193,0.07990459153249851,0.08386009270965024,0.07597923548843795,0.07976163190465275,0.0831821715470329,0.07644444444444444,0.070180633698549,0.07125103562551781,0.08451010210732131,0.08664146187775677,0.08067689885871704,0.08713801200104357,0.1019730416096894,0.11070465922217944,0.12988505747126436,0.13773416592328278,0.1417004048582996,0.13387561430266057,0.12880721456525437,0.12875877599682078,0.15796495597260518,0.18378615249780894,0.22347054380664652,0.2578573842514363,0.2796741660201707,0.2684478371501272,0.2560448545730639,0.25388849006939457,0.2539377179271372,0.2736944957116491,0.2568922305764411,0.29623803906147594,0.35636856368563685,0.39149159663865546,0.41254752851711024,0.3865386894181775,0.33457359726149727,0.2533136966126657,0.20918367346938777,0.17745231607629428,0.15039937658289498,0.13082677920583158,0.10701460378261911,0.12168053904082442,0.13229111928533893,0.14806412583182094,0.15789473684210525,0.17656857301499168,0.18640611724723874,0.17633265593246836,0.1821726032252348,0.15718453683442743,0.13723381372338136,0.11721840516343952,0.0979746835443038
394347,9,"Atlanta, GA",msa,GA,0.15321828358208955,0.191497894525767,0.22203848466626577,0.2578397212543554,0.2706748762525655,0.25911568746214414,0.23950289575289574,0.21270236612702367,0.20344456404736275,0.18834080717488788,0.1711756847027388,0.16666666666666666,0.1557085212437693,0.1783109404990403,0.18530486091598763,0.20772632674297606,0.22106208599977545,0.2168346176644932,0.2080637707948244,0.19560707748627212,0.18266029816181792,0.17530212529517988,0.1641347424042272,0.16020211026898498,0.15134484142914492,0.16974732915041546,0.20609370508766886,0.2393349009069533,0.24073757896534062,0.2194831487435989,0.25573945541911375,0.27406310513725934,0.3013023583245336,0.31382851683783136,0.31428172163219675,0.34480552712384854,0.3320284697508897,0.374412041392286,0.4534262485481998,0.5282325425993986,0.5715863897481219,0.5823830121903264,0.5803039638529472,0.5561047428751709,0.5220261809903244,0.5016107863023506,0.518577953339094,0.5061453974895398,0.47646738142831185,0.5355880092236741,0.5963762069376565,0.6399600648945464,0.6517549077929804,0.6018906306090702,0.510195530726257,0.36902959394356505,0.2909948281107393,0.25837491090520315,0.21789965986394558,0.19684694547843223,0.18203521336914355,0.22071872227151731,0.2798134576948701,0.3465940054495913,0.3758631512868801,0.38219811772212475,0.3605885639783945,0.32822719449225474,0.2868475991649269,0.28669928825622776,0.24597473371315334,0.2181544633901705,0.20852641334569044
