,sold,listed,county_avg_value,sold_above_value,median_price,national_avg_value
2022-12-31,1114.0,1210.0,321856.14276009664,0.5714285714285714,300000.0,336979.5392311223
2023-01-31,795.0,1119.0,322516.58322320954,0.5468483816013628,304500.0,335796.3125301235
2023-02-28,717.0,1066.0,323616.18107412325,0.5463320463320464,300000.0,334987.7919264543
2023-03-31,1120.0,1214.0,325655.2068633174,0.6410256410256411,310000.0,335029.19959523855
2023-04-30,957.0,1344.0,328931.33137372375,0.6676923076923077,315000.0,336073.8093484628
2023-05-31,1165.0,1512.0,332488.01691896917,0.7474285714285714,348000.0,337756.9881060158
2023-06-30,1432.0,1741.0,336433.33922980184,0.7818853974121996,360000.0,339713.1895660357
2023-07-31,1295.0,1780.0,340919.32452730736,0.7531914893617021,360000.0,341456.75877386035
2023-08-31,1461.0,1634.0,345730.52839588304,0.7406698564593301,366000.0,343039.9636760472
2023-09-30,1209.0,1608.0,350033.326392029,0.7419354838709677,357000.0,344209.7586545642
2023-10-31,1149.0,1685.0,353256.8075322251,0.7097156398104265,350000.0,345084.40277336823
2023-11-30,1044.0,1499.0,355512.643318051,0.6991260923845194,340000.0,345718.29381233227
2023-12-31,1059.0,1133.0,357506.9247385766,0.6396063960639606,345000.0,346181.85989915294
2024-01-31,922.0,1022.0,359232.63577952865,0.594896331738437,330000.0,346625.3092201509
2024-02-29,609.0,1067.0,361646.6410366073,0.594896331738437,330000.0,347441.84998354025
