Date,Open,High,Low,Close
12/31/1980,"135.76","136.76","134.29","135.76"
12/30/1980,"135.33","136.51","134.04","135.33"
12/29/1980,"135.03","137.51","134.36","135.03"
12/26/1980,"136.57","137.02","135.20","136.57"
12/24/1980,"135.88","136.55","134.15","135.88"
12/23/1980,"135.30","137.48","134.01","135.30"
12/22/1980,"135.78","136.68","132.88","135.78"
12/19/1980,"133.70","134.98","131.80","133.70"
12/18/1980,"133.00","135.90","131.89","133.00"
12/17/1980,"132.89","133.59","130.22","132.89"
12/16/1980,"130.60","131.22","128.33","130.60"
12/15/1980,"129.45","131.33","128.64","129.45"
12/12/1980,"129.23","129.98","127.15","129.23"
12/11/1980,"127.36","128.73","125.32","127.36"
12/10/1980,"128.26","131.99","127.94","128.26"
12/09/1980,"130.48","131.92","128.77","130.48"
12/08/1980,"130.61","133.19","129.71","130.61"
12/05/1980,"134.03","136.37","132.91","134.03"
12/04/1980,"136.48","138.40","135.09","136.48"
12/03/1980,"136.71","138.09","135.43","136.71"
12/02/1980,"136.97","138.11","134.37","136.97"
12/01/1980,"137.21","140.66","136.75","137.21"
11/28/1980,"140.52","141.54","139.00","140.52"
11/26/1980,"140.17","141.96","138.60","140.17"
11/25/1980,"139.33","140.83","137.42","139.33"
11/24/1980,"138.31","139.36","136.35","138.31"
11/21/1980,"139.11","141.24","138.10","139.11"
11/20/1980,"140.40","141.24","137.79","140.40"
11/19/1980,"139.06","141.76","138.06","139.06"
11/18/1980,"139.70","140.92","137.91","139.70"
11/17/1980,"137.75","138.46","134.90","137.75"
11/14/1980,"137.15","138.96","135.12","137.15"
11/13/1980,"136.49","137.21","134.12","136.49"
11/12/1980,"134.59","135.12","131.33","134.59"
11/11/1980,"131.26","132.30","129.48","131.26"
11/10/1980,"129.48","130.51","128.19","129.48"
11/07/1980,"129.18","130.08","127.74","129.18"
11/06/1980,"128.91","131.50","128.23","128.91"
11/05/1980,"131.33","133.21","130.66","131.33"
11/03/1980,"129.04","129.85","127.28","129.04"
10/31/1980,"127.47","128.24","125.29","127.47"
10/30/1980,"126.29","128.71","125.78","126.29"
10/29/1980,"127.91","129.91","127.07","127.91"
10/28/1980,"128.05","128.86","126.36","128.05"
10/27/1980,"127.88","129.94","127.34","127.88"
10/24/1980,"129.85","130.55","128.04","129.85"
10/23/1980,"129.53","132.54","128.87","129.53"
10/22/1980,"131.92","132.97","130.62","131.92"
10/21/1980,"131.84","134.01","130.78","131.84"
10/20/1980,"132.61","133.21","130.04","132.61"
10/17/1980,"131.52","133.07","130.22","131.52"
10/16/1980,"132.22","135.08","133.31","132.22"
10/15/1980,"133.70","133.28","132.32","133.70"
10/14/1980,"132.02","132.61","132.35","132.02"
10/13/1980,"132.03","131.67","130.12","132.03"
10/10/1980,"130.29","132.15","129.58","130.29"
10/09/1980,"131.04","131.86","131.21","131.04"
10/08/1980,"131.65","132.05","131.16","131.65"
10/07/1980,"131.00","132.20","130.90","131.00"
10/06/1980,"131.73","131.36","130.09","131.73"
10/03/1980,"129.33","129.62","128.50","129.33"
10/02/1980,"128.09","128.82","126.04","128.09"
10/01/1980,"127.13","126.46","125.15","127.13"
09/30/1980,"125.46","126.09","123.54","125.46"
09/29/1980,"123.54","124.57","123.86","123.54"
09/26/1980,"126.35","127.45","126.12","126.35"
09/25/1980,"128.72","131.53","128.13","128.72"
09/24/1980,"130.37","130.36","129.31","130.37"
09/23/1980,"129.43","131.19","130.27","129.43"
09/22/1980,"130.40","129.64","128.53","130.40"
09/19/1980,"129.25","129.51","128.29","129.25"
09/18/1980,"128.40","129.60","128.55","128.40"
09/17/1980,"128.87","129.62","126.57","128.87"
09/16/1980,"126.74","127.78","125.15","126.74"
09/15/1980,"125.67","125.24","124.78","125.67"
09/12/1980,"125.54","126.75","124.72","125.54"
09/11/1980,"125.66","126.48","124.19","125.66"
09/10/1980,"124.81","125.95","123.60","124.81"
09/09/1980,"124.07","124.52","121.94","124.07"
09/08/1980,"123.31","124.95","124.01","123.31"
09/05/1980,"124.88","125.40","124.76","124.88"
