Date,Open,High,Low,Close
12/31/2012,"1,402.43","1,426.74","1,398.11","1,426.19"
12/28/2012,"1,418.10","1,418.10","1,401.58","1,402.43"
12/27/2012,"1,419.83","1,422.80","1,401.80","1,418.10"
12/26/2012,"1,426.66","1,429.42","1,416.43","1,419.83"
12/24/2012,"1,430.15","1,430.15","1,424.66","1,426.66"
12/21/2012,"1,443.67","1,443.67","1,422.58","1,430.15"
12/20/2012,"1,435.81","1,443.70","1,432.82","1,443.69"
12/19/2012,"1,446.79","1,447.75","1,435.80","1,435.81"
12/18/2012,"1,430.47","1,448.00","1,430.47","1,446.79"
12/17/2012,"1,413.54","1,430.67","1,413.54","1,430.36"
12/14/2012,"1,419.45","1,419.45","1,411.88","1,413.58"
12/13/2012,"1,428.48","1,431.36","1,416.00","1,419.45"
12/12/2012,"1,427.84","1,438.59","1,426.76","1,428.48"
12/11/2012,"1,418.55","1,434.27","1,418.55","1,427.84"
12/10/2012,"1,418.07","1,421.64","1,415.64","1,418.55"
12/07/2012,"1,413.95","1,420.34","1,410.90","1,418.07"
12/06/2012,"1,409.43","1,413.95","1,405.93","1,413.94"
12/05/2012,"1,407.05","1,415.56","1,398.23","1,409.28"
12/04/2012,"1,409.46","1,413.14","1,403.65","1,407.05"
12/03/2012,"1,416.34","1,423.73","1,408.46","1,409.46"
11/30/2012,"1,415.95","1,418.86","1,411.63","1,416.18"
11/29/2012,"1,409.96","1,419.70","1,409.04","1,415.95"
11/28/2012,"1,398.77","1,410.31","1,385.43","1,409.93"
11/27/2012,"1,406.29","1,409.01","1,398.03","1,398.94"
11/26/2012,"1,409.15","1,409.15","1,397.68","1,406.29"
11/23/2012,"1,391.03","1,409.16","1,391.03","1,409.15"
11/21/2012,"1,387.79","1,391.25","1,386.39","1,391.03"
11/20/2012,"1,386.82","1,389.77","1,377.04","1,387.81"
11/19/2012,"1,359.88","1,386.89","1,359.88","1,386.89"
11/16/2012,"1,353.36","1,362.03","1,343.35","1,359.88"
11/15/2012,"1,355.41","1,360.62","1,348.05","1,353.33"
11/14/2012,"1,374.64","1,380.13","1,352.50","1,355.49"
11/13/2012,"1,380.03","1,388.81","1,371.39","1,374.53"
11/12/2012,"1,379.86","1,384.87","1,377.19","1,380.03"
11/09/2012,"1,377.55","1,391.39","1,373.03","1,379.85"
11/08/2012,"1,394.53","1,401.23","1,377.51","1,377.51"
11/07/2012,"1,428.27","1,428.27","1,388.14","1,394.53"
11/06/2012,"1,417.26","1,433.38","1,417.26","1,428.39"
11/05/2012,"1,414.02","1,419.90","1,408.13","1,417.26"
11/02/2012,"1,427.59","1,434.27","1,412.91","1,414.20"
11/01/2012,"1,410.99","1,427.59","1,427.59","1,427.59"
10/31/2012,"1,410.99","1,418.76","1,405.95","1,412.16"
10/26/2012,"1,412.97","1,417.09","1,403.28","1,411.94"
10/25/2012,"1,409.74","1,421.12","1,405.14","1,412.97"
10/24/2012,"1,413.20","1,420.04","1,407.10","1,408.75"
10/23/2012,"1,433.74","1,433.74","1,407.56","1,413.11"
10/22/2012,"1,433.21","1,435.46","1,422.06","1,433.82"
10/19/2012,"1,457.34","1,457.34","1,429.85","1,433.19"
10/18/2012,"1,460.94","1,464.02","1,452.63","1,457.34"
10/17/2012,"1,454.22","1,462.20","1,453.35","1,460.91"
10/16/2012,"1,440.31","1,455.51","1,440.31","1,454.92"
10/15/2012,"1,428.75","1,441.31","1,427.24","1,440.13"
10/12/2012,"1,432.84","1,438.43","1,425.53","1,428.59"
10/11/2012,"1,432.82","1,443.90","1,432.82","1,432.84"
10/10/2012,"1,441.48","1,442.52","1,430.64","1,432.56"
10/09/2012,"1,455.90","1,455.90","1,441.18","1,441.48"
10/08/2012,"1,460.93","1,460.93","1,453.10","1,455.88"
10/05/2012,"1,461.40","1,470.96","1,456.89","1,460.93"
10/04/2012,"1,451.08","1,463.14","1,451.08","1,461.40"
10/03/2012,"1,446.05","1,454.30","1,441.99","1,450.99"
10/02/2012,"1,444.99","1,451.52","1,439.01","1,445.75"
10/01/2012,"1,440.90","1,457.14","1,440.90","1,444.49"
09/28/2012,"1,447.13","1,447.13","1,435.60","1,440.67"
09/27/2012,"1,433.36","1,450.20","1,433.36","1,447.15"
09/26/2012,"1,441.60","1,441.60","1,430.53","1,433.32"
09/25/2012,"1,456.94","1,463.24","1,441.59","1,441.59"
09/24/2012,"1,459.76","1,460.72","1,452.06","1,456.89"
09/21/2012,"1,460.34","1,467.07","1,459.51","1,460.15"
09/20/2012,"1,461.05","1,461.23","1,449.98","1,460.26"
09/19/2012,"1,459.50","1,465.15","1,457.88","1,461.05"
09/18/2012,"1,461.19","1,461.47","1,456.13","1,459.32"
09/17/2012,"1,465.42","1,465.63","1,457.55","1,461.19"
09/14/2012,"1,460.07","1,474.51","1,460.07","1,465.77"
09/13/2012,"1,436.56","1,463.76","1,435.34","1,459.99"
09/12/2012,"1,433.56","1,439.15","1,432.99","1,436.56"
09/11/2012,"1,429.13","1,437.76","1,429.13","1,433.56"
09/10/2012,"1,437.92","1,438.74","1,428.98","1,429.08"
09/07/2012,"1,432.12","1,437.92","1,431.45","1,437.92"
09/06/2012,"1,403.74","1,432.12","1,403.74","1,432.12"
09/05/2012,"1,404.94","1,408.81","1,401.25","1,403.44"
09/04/2012,"1,406.54","1,409.31","1,396.56","1,404.94"
08/31/2012,"1,400.07","1,413.09","1,398.96","1,406.58"
08/30/2012,"1,410.08","1,410.08","1,397.01","1,399.48"
08/29/2012,"1,409.32","1,413.95","1,406.57","1,410.49"
08/28/2012,"1,410.44","1,413.63","1,405.59","1,409.30"
08/27/2012,"1,411.13","1,416.17","1,409.11","1,410.44"
08/24/2012,"1,401.99","1,413.46","1,398.04","1,411.13"
08/23/2012,"1,413.49","1,413.49","1,400.50","1,402.08"
08/22/2012,"1,413.09","1,416.12","1,406.78","1,413.49"
08/21/2012,"1,418.13","1,426.68","1,410.86","1,413.17"
08/20/2012,"1,417.85","1,418.13","1,412.12","1,418.13"
08/17/2012,"1,415.84","1,418.71","1,414.67","1,418.16"
08/16/2012,"1,405.57","1,417.44","1,404.15","1,415.51"
08/15/2012,"1,403.89","1,407.73","1,401.83","1,405.53"
08/14/2012,"1,404.36","1,410.03","1,400.60","1,403.93"
08/13/2012,"1,405.87","1,405.87","1,397.32","1,404.11"
08/10/2012,"1,402.58","1,405.98","1,395.62","1,405.87"
08/09/2012,"1,402.26","1,405.95","1,398.80","1,402.80"
08/08/2012,"1,401.23","1,404.14","1,396.13","1,402.22"
08/07/2012,"1,394.46","1,407.14","1,394.46","1,401.35"
08/06/2012,"1,391.04","1,399.63","1,391.04","1,394.23"
08/03/2012,"1,365.45","1,394.16","1,365.45","1,390.99"
08/02/2012,"1,375.13","1,375.13","1,354.65","1,365.00"
08/01/2012,"1,379.32","1,385.03","1,373.35","1,375.14"
07/31/2012,"1,385.27","1,387.16","1,379.17","1,379.32"
07/30/2012,"1,385.94","1,391.74","1,381.37","1,385.30"
07/27/2012,"1,360.05","1,389.19","1,360.05","1,385.97"
07/26/2012,"1,338.17","1,363.13","1,338.17","1,360.02"
07/25/2012,"1,338.35","1,343.98","1,331.50","1,337.89"
07/24/2012,"1,350.52","1,351.53","1,329.24","1,338.31"
07/23/2012,"1,362.34","1,362.34","1,337.56","1,350.52"
07/20/2012,"1,376.51","1,376.51","1,362.19","1,362.66"
07/19/2012,"1,373.01","1,380.39","1,371.21","1,376.51"
07/18/2012,"1,363.58","1,375.26","1,358.96","1,372.78"
07/17/2012,"1,353.68","1,365.36","1,345.07","1,363.67"
07/16/2012,"1,356.50","1,357.26","1,348.51","1,353.64"
07/13/2012,"1,334.81","1,357.70","1,334.81","1,356.78"
07/12/2012,"1,341.29","1,341.29","1,325.41","1,334.76"
07/11/2012,"1,341.40","1,345.00","1,333.25","1,341.45"
07/10/2012,"1,352.96","1,361.54","1,336.27","1,341.47"
07/09/2012,"1,354.66","1,354.87","1,346.65","1,352.46"
07/06/2012,"1,367.09","1,367.09","1,348.03","1,354.68"
07/05/2012,"1,373.72","1,373.85","1,363.02","1,367.58"
07/03/2012,"1,365.75","1,374.81","1,363.53","1,374.02"
07/02/2012,"1,362.33","1,366.35","1,355.70","1,365.51"
06/29/2012,"1,330.12","1,362.17","1,330.12","1,362.16"
06/28/2012,"1,331.52","1,331.52","1,313.29","1,329.04"
06/27/2012,"1,320.71","1,334.40","1,320.71","1,331.85"
