Date,Open,High,Low,Close
12/29/1989,"353.40","353.41","350.67","353.40"
12/28/1989,"350.67","350.68","348.76","350.67"
12/27/1989,"348.81","349.12","346.81","348.81"
12/26/1989,"346.81","347.87","346.53","346.81"
12/22/1989,"347.42","347.53","344.76","347.42"
12/21/1989,"344.78","345.03","342.84","344.78"
12/20/1989,"342.84","343.70","341.79","342.84"
12/19/1989,"342.46","343.74","339.63","342.46"
12/18/1989,"343.69","350.88","342.19","343.69"
12/15/1989,"350.14","351.86","346.08","350.14"
12/14/1989,"350.93","352.75","350.08","350.93"
12/13/1989,"352.75","354.10","351.65","352.75"
12/12/1989,"351.73","352.21","348.41","351.73"
12/11/1989,"348.56","348.74","346.39","348.56"
12/08/1989,"348.69","349.60","347.59","348.69"
12/07/1989,"347.59","349.84","346.00","347.59"
12/06/1989,"348.55","349.94","347.91","348.55"
12/05/1989,"349.58","352.24","349.58","349.58"
12/04/1989,"351.41","351.51","350.32","351.41"
12/01/1989,"350.63","351.88","345.99","350.63"
11/30/1989,"345.99","346.50","343.57","345.99"
11/29/1989,"343.60","345.77","343.36","343.60"
11/28/1989,"345.77","346.33","344.41","345.77"
11/27/1989,"345.61","346.24","343.97","345.61"
11/24/1989,"343.97","344.24","341.91","343.97"
11/22/1989,"341.91","341.92","339.59","341.91"
11/21/1989,"339.59","340.21","337.53","339.59"
11/20/1989,"339.35","341.90","338.29","339.35"
11/17/1989,"341.61","342.24","339.85","341.61"
11/16/1989,"340.58","341.02","338.93","340.58"
11/15/1989,"340.54","340.54","337.14","340.54"
11/14/1989,"337.99","340.41","337.06","337.99"
11/13/1989,"339.55","340.51","337.93","339.55"
11/10/1989,"339.10","339.10","336.57","339.10"
11/09/1989,"336.57","338.73","336.21","336.57"
11/08/1989,"338.15","339.41","334.81","338.15"
11/07/1989,"334.81","334.82","330.91","334.81"
11/06/1989,"332.61","337.62","332.33","332.61"
11/03/1989,"337.62","339.67","337.37","337.62"
11/02/1989,"338.48","341.20","336.61","338.48"
11/01/1989,"341.20","341.74","339.79","341.20"
10/31/1989,"340.36","340.86","335.07","340.36"
10/30/1989,"335.07","337.04","334.48","335.07"
10/27/1989,"335.06","337.97","333.26","335.06"
10/26/1989,"337.93","342.50","337.20","337.93"
10/25/1989,"342.50","344.51","341.96","342.50"
10/24/1989,"343.70","344.83","335.13","343.70"
10/23/1989,"344.83","348.19","344.22","344.83"
10/20/1989,"347.16","347.57","344.47","347.16"
10/19/1989,"347.13","348.82","341.76","347.13"
10/18/1989,"341.76","343.39","339.03","341.76"
10/17/1989,"341.16","342.85","335.69","341.16"
10/16/1989,"342.85","342.87","327.12","342.85"
10/13/1989,"333.65","355.53","332.81","333.65"
10/12/1989,"355.39","356.99","354.91","355.39"
10/11/1989,"356.99","359.13","356.08","356.99"
10/10/1989,"359.13","360.44","358.11","359.13"
10/09/1989,"359.80","359.86","358.06","359.80"
10/06/1989,"358.78","359.05","356.97","358.78"
10/05/1989,"356.97","357.63","356.28","356.97"
10/04/1989,"356.94","357.49","354.71","356.94"
10/03/1989,"354.71","354.73","350.85","354.71"
10/02/1989,"350.87","350.99","348.35","350.87"
09/29/1989,"349.15","350.31","348.12","349.15"
09/28/1989,"348.60","348.61","345.10","348.60"
09/27/1989,"345.10","345.47","342.85","345.10"
09/26/1989,"344.33","347.02","344.13","344.33"
09/25/1989,"344.23","347.05","343.70","344.23"
09/22/1989,"347.05","347.57","345.69","347.05"
09/21/1989,"345.70","348.46","344.96","345.70"
09/20/1989,"346.47","347.27","346.18","346.47"
09/19/1989,"346.55","348.17","346.44","346.55"
09/18/1989,"346.73","346.84","344.60","346.73"
09/15/1989,"345.06","345.06","341.37","345.06"
09/14/1989,"343.16","345.61","342.55","343.16"
09/13/1989,"345.46","350.10","345.46","345.46"
09/12/1989,"348.70","349.46","347.50","348.70"
09/11/1989,"347.66","348.76","345.91","347.66"
09/08/1989,"348.76","349.18","345.74","348.76"
09/07/1989,"348.35","350.31","348.15","348.35"
09/06/1989,"349.24","352.56","347.98","349.24"
09/05/1989,"352.56","354.13","351.82","352.56"
09/01/1989,"353.73","353.90","350.88","353.73"
08/31/1989,"351.45","351.45","350.21","351.45"
08/30/1989,"350.65","352.27","348.66","350.65"
08/29/1989,"349.84","352.12","348.86","349.84"
08/28/1989,"352.09","352.09","349.08","352.09"
08/25/1989,"350.52","352.73","350.09","350.52"
08/24/1989,"351.52","351.52","344.70","351.52"
08/23/1989,"344.70","344.80","341.19","344.70"
08/22/1989,"341.19","341.25","339.00","341.19"
08/21/1989,"340.67","346.25","340.55","340.67"
08/18/1989,"346.03","346.03","343.89","346.03"
08/17/1989,"344.45","346.39","342.97","344.45"
08/16/1989,"345.66","346.37","344.71","345.66"
08/15/1989,"344.71","345.03","343.05","344.71"
08/14/1989,"343.06","345.44","341.96","343.06"
08/11/1989,"344.74","351.18","344.01","344.74"
08/10/1989,"348.25","349.78","345.31","348.25"
08/09/1989,"346.94","351.00","346.86","346.94"
08/08/1989,"349.35","349.84","348.28","349.35"
08/07/1989,"349.41","349.42","343.91","349.41"
08/04/1989,"343.92","345.42","342.60","343.92"
08/03/1989,"344.74","345.22","343.81","344.74"
08/02/1989,"344.34","344.34","342.47","344.34"
08/01/1989,"343.75","347.99","342.93","343.75"
07/31/1989,"346.08","346.08","342.02","346.08"
07/28/1989,"342.15","342.96","341.30","342.15"
07/27/1989,"341.99","342.00","338.05","341.99"
07/26/1989,"338.05","338.05","333.19","338.05"
07/25/1989,"333.88","336.29","332.60","333.88"
07/24/1989,"333.67","335.90","333.44","333.67"
07/21/1989,"335.90","335.91","332.46","335.90"
07/20/1989,"333.51","337.40","333.22","333.51"
07/19/1989,"335.73","335.73","331.35","335.73"
07/18/1989,"331.35","332.44","330.75","331.35"
07/17/1989,"332.44","333.02","331.02","332.44"
07/14/1989,"331.84","331.89","327.13","331.84"
07/13/1989,"329.95","330.37","329.08","329.95"
07/12/1989,"329.81","330.39","327.92","329.81"
07/11/1989,"328.78","330.42","327.07","328.78"
07/10/1989,"327.07","327.07","324.91","327.07"
