,interest,sp_index,unemp_rate,gdp,inflation,rent_index
1980-12-28,,135.8825,,,,
1981-01-04,19.08,135.615,7.5,3124.206,87.2,84.9
1981-01-11,,135.542,,,,
1981-01-18,,133.85399999999998,,,,
1981-01-25,,131.574,,,,
1981-02-01,15.93,130.21800000000002,7.4,,88.0,85.3
1981-02-08,,128.83800000000002,,,,
1981-02-15,,128.24200000000002,,,,
1981-02-22,,127.37,,,,
1981-03-01,14.7,128.926,7.4,,88.6,85.8
1981-03-08,,130.642,,,,
1981-03-15,,131.566,,,,
1981-03-22,,134.072,,,,
1981-03-29,,135.678,,,,
1981-04-05,15.72,135.732,7.2,3162.532,89.1,86.3
1981-04-12,,134.266,,,,
1981-04-19,,133.675,,,,
1981-04-26,,134.57999999999998,,,,
1981-05-03,18.52,133.69,7.5,,89.7,87.0
1981-05-10,,131.01999999999998,,,,
1981-05-17,,130.88600000000002,,,,
1981-05-24,,131.942,,,,
1981-05-31,,133.145,,,,
1981-06-07,19.1,131.38400000000001,7.5,,90.5,87.4
1981-06-14,,132.754,,,,
1981-06-21,,132.598,,,,
1981-06-28,,132.666,,,,
1981-07-05,19.04,130.3775,7.2,3260.609,91.5,87.8
1981-07-12,,128.52,,,,
1981-07-19,,130.124,,,,
1981-07-26,,128.01,,,,
1981-08-02,17.82,129.826,7.4,,92.2,88.8
1981-08-09,,131.744,,,,
1981-08-16,,133.158,,,,
1981-08-23,,130.348,,,,
1981-08-30,,124.636,,,,
1981-09-06,15.87,122.122,7.6,,93.1,89.5
1981-09-13,,119.5325,,,,
1981-09-20,,118.542,,,,
1981-09-27,,115.47,,,,
1981-10-04,15.08,116.81800000000001,7.9,3280.818,93.4,90.2
1981-10-11,,120.79400000000001,,,,
1981-10-18,,119.93799999999999,,,,
1981-10-25,,119.52000000000001,,,,
1981-11-01,13.31,119.57000000000001,8.3,,93.8,90.8
1981-11-08,,123.99000000000001,,,,
1981-11-15,,122.75399999999999,,,,
1981-11-22,,120.814,,,,
1981-11-29,,123.5625,,,,
1981-12-06,12.37,125.704,8.5,,94.1,91.5
1981-12-13,,125.226,,,,
1981-12-20,,123.06199999999998,,,,
1981-12-27,,122.7675,,,,
