Date,Open,High,Low,Close
12/31/2001,"1,148.08","1,161.16","1,148.04","1,148.08"
12/28/2001,"1,161.02","1,164.64","1,157.13","1,161.02"
12/27/2001,"1,157.13","1,157.13","1,149.37","1,157.13"
12/26/2001,"1,149.37","1,159.18","1,144.65","1,149.37"
12/24/2001,"1,144.65","1,147.83","1,144.62","1,144.65"
12/21/2001,"1,144.89","1,147.83","1,139.93","1,144.89"
12/20/2001,"1,139.93","1,151.42","1,139.93","1,139.93"
12/19/2001,"1,149.56","1,152.44","1,134.75","1,149.56"
12/18/2001,"1,142.92","1,145.10","1,134.36","1,142.92"
12/17/2001,"1,134.36","1,137.36","1,122.34","1,134.36"
12/14/2001,"1,123.09","1,128.28","1,114.50","1,123.09"
12/13/2001,"1,119.38","1,137.07","1,117.85","1,119.38"
12/12/2001,"1,137.07","1,141.58","1,126.01","1,137.07"
12/11/2001,"1,136.76","1,150.89","1,134.32","1,136.76"
12/10/2001,"1,139.93","1,158.31","1,139.66","1,139.93"
12/07/2001,"1,158.31","1,167.10","1,152.66","1,158.31"
12/06/2001,"1,167.10","1,173.35","1,164.43","1,167.10"
12/05/2001,"1,170.35","1,173.62","1,143.77","1,170.35"
12/04/2001,"1,144.80","1,144.80","1,128.86","1,144.80"
12/03/2001,"1,129.90","1,139.45","1,125.78","1,129.90"
11/30/2001,"1,139.45","1,143.57","1,135.89","1,139.45"
11/29/2001,"1,140.20","1,140.40","1,125.51","1,140.20"
11/28/2001,"1,128.52","1,149.50","1,128.29","1,128.52"
11/27/2001,"1,149.50","1,163.38","1,140.81","1,149.50"
11/26/2001,"1,157.42","1,157.88","1,146.17","1,157.42"
11/23/2001,"1,150.34","1,151.05","1,135.90","1,150.34"
11/21/2001,"1,137.03","1,142.66","1,129.78","1,137.03"
11/20/2001,"1,142.66","1,152.45","1,142.17","1,142.66"
11/19/2001,"1,151.06","1,151.06","1,138.65","1,151.06"
11/16/2001,"1,138.65","1,143.52","1,129.92","1,138.65"
11/15/2001,"1,142.24","1,146.46","1,135.06","1,142.24"
11/14/2001,"1,141.21","1,148.28","1,132.87","1,141.21"
11/13/2001,"1,139.09","1,139.14","1,118.33","1,139.09"
11/12/2001,"1,118.33","1,121.71","1,098.32","1,118.33"
11/09/2001,"1,120.31","1,123.02","1,111.13","1,120.31"
11/08/2001,"1,118.54","1,135.75","1,115.42","1,118.54"
11/07/2001,"1,115.80","1,126.62","1,112.98","1,115.80"
11/06/2001,"1,118.86","1,119.73","1,095.36","1,118.86"
11/05/2001,"1,102.84","1,106.72","1,087.20","1,102.84"
11/02/2001,"1,087.20","1,089.63","1,075.58","1,087.20"
11/01/2001,"1,084.10","1,085.61","1,054.31","1,084.10"
10/31/2001,"1,059.78","1,074.79","1,057.55","1,059.78"
10/30/2001,"1,059.79","1,078.30","1,053.61","1,059.79"
10/29/2001,"1,078.30","1,104.61","1,078.30","1,078.30"
10/26/2001,"1,104.61","1,110.61","1,094.24","1,104.61"
